Recording timestamp,Computer timestamp,Sensor,Project name,Export date,Participant name,Recording name,Recording date,Recording date UTC,Recording start time,Recording start time UTC,Recording duration,Recording Fixation filter name,Event,Event value,Gaze point X,Gaze point Y,Gaze point 3D X,Gaze point 3D Y,Gaze point 3D Z,Gaze direction left X,Gaze direction left Y,Gaze direction left Z,Gaze direction right X,Gaze direction right Y,Gaze direction right Z,Pupil position left X,Pupil position left Y,Pupil position left Z,Pupil position right X,Pupil position right Y,Pupil position right Z,Pupil diameter left,Pupil diameter right,Validity left,Validity right,Recording media name,Recording media width,Recording media height,Eye movement type,Gaze event duration,Eye movement type index,Fixation point X,Fixation point Y,Gyro X,Gyro Y,Gyro Z,Accelerometer X,Accelerometer Y,Accelerometer Z
19118926,230023965,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1049,418,-236047,476661,4103487,-11581,16305,97980,2162,15789,98722,2930,-2584,-3668,-3331,-2408,-3255,574,517,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19122499,230027538,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-3138,-91025,37324
19128910,230033949,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1047,417,-228153,477168,4071133,-11452,16315,97993,2364,15997,98684,2899,-2602,-3651,-3339,-2369,-3279,570,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19129689,230034728,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,41300,12487,-18411,,,
19132352,230037391,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-2354,-91025,37324
19138903,230043942,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1045,417,-218714,473715,4055315,-11326,16438,97987,2571,15874,98699,2931,-2584,-3668,-3330,-2408,-3255,572,520,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19140483,230045522,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,42000,9405,-21087,,,
19142205,230047244,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-2354,-90956,36938
19148898,230053937,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1043,419,-209370,464792,4036451,-11136,16118,98062,2807,15907,98687,2901,-2602,-3651,-3338,-2370,-3279,569,523,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19151277,230056316,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,43400,8187,-26277,,,
19152058,230057097,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-2354,-91025,37324
19158890,230063929,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1043,421,-207795,454254,3993439,-11238,16336,98015,2848,15563,98740,2932,-2584,-3668,-3329,-2407,-3255,571,518,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19161911,230066950,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1961,-90706,37779
19162071,230067110,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,48300,2754,-23682,,,
19168878,230073917,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1044,421,-213154,453520,3988471,-11342,16076,98046,2752,15793,98707,2901,-2602,-3650,-3338,-2370,-3279,568,523,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19171764,230076803,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1569,-90775,38165
19172865,230077904,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,51800,-288,-30615,,,
19178870,230083909,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1046,421,-217243,452794,3980487,-11493,16202,98007,2653,15725,98720,2931,-2584,-3667,-3330,-2408,-3255,569,520,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19181605,230086644,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1177,-91297,38870
19183659,230088698,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,55300,-2884,-36048,,,
19188862,230093901,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1047,420,-220877,454588,3975390,-11544,16213,97999,2581,15795,98711,2900,-2602,-3650,-3339,-2370,-3278,566,523,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19191446,230096485,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1177,-91933,37961
19194457,230099496,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,59500,-6534,-39535,,,
19198859,230103898,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1048,419,-224068,457029,3970577,-11675,16157,97993,2511,16030,98675,2931,-2584,-3667,-3330,-2408,-3255,568,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19201287,230106326,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1569,-91479,37643
19205255,230110294,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,58100,-10670,-40265,,,
19208874,230113913,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1049,419,-227266,459981,3983269,-11664,16291,97972,2431,15899,98698,2900,-2602,-3649,-3339,-2370,-3278,565,523,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19211128,230116167,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1569,-91547,38029
19216053,230121092,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,54600,-10670,-40265,,,
19218869,230123908,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1049,419,-230429,465354,4031617,-11656,16021,98018,2333,16096,98669,2931,-2584,-3666,-3330,-2409,-3254,567,523,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19220969,230126008,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1569,-91479,37643
19226851,230131890,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,55300,-13671,-39372,,,
19228860,230133899,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1049,420,-233619,466463,4064903,-11596,16073,98016,2246,15822,98715,2900,-2602,-3648,-3339,-2370,-3278,564,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19230810,230135849,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1177,-91161,38097
19237649,230142688,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,59500,-13832,-34425,,,
19238853,230143892,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1051,420,-238091,464101,4040881,-11796,15838,98031,2152,16158,98663,2930,-2584,-3665,-3331,-2409,-3253,564,521,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19240651,230145690,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1177,-90388,38233
19248447,230153486,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,60900,-17198,-31464,,,
19248842,230153881,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1052,418,-242111,471149,4046723,-11828,16141,97977,2065,16087,98676,2900,-2602,-3647,-3340,-2371,-3277,563,521,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19250492,230155531,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-785,-90070,38688
19258833,230163872,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1052,417,-243196,478749,4073566,-11805,15878,98023,2009,16525,98605,2930,-2584,-3665,-3331,-2409,-3253,565,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19259245,230164284,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,70700,-18008,-30897,,,
19260333,230165372,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-392,-90070,38688
19268829,230173868,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1051,416,-241213,480184,4079018,-11722,16214,97978,2070,16180,98661,2900,-2602,-3646,-3340,-2371,-3277,563,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19270043,230175082,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,79100,-24253,-27733,,,
19270174,230175213,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-392,-89752,39142
19278820,230183859,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1051,415,-240829,482345,4068500,-11770,16021,98004,2069,16576,98595,2930,-2584,-3664,-3331,-2409,-3253,565,520,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19280015,230185054,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-785,-89888,39915
19280841,230185880,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,88200,-29280,-19379,,,
19288807,230193846,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1051,415,-239078,482646,4059139,-11722,16217,97977,2124,16428,98619,2900,-2603,-3644,-3340,-2371,-3277,563,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19289856,230194895,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-785,-90342,40233
19291639,230196678,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,93100,-34996,-11146,,,
19298802,230203841,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1050,415,-236869,482857,4056519,-11723,16227,97976,2173,16477,98609,2930,-2584,-3662,-3331,-2409,-3253,567,519,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19299697,230204736,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-785,-90411,40619
19302437,230207476,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,101500,-33333,-4456,,,
19308792,230213831,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1050,413,-236778,487147,4043075,-11713,16419,97945,2186,16540,98598,2901,-2603,-3643,-3340,-2371,-3275,564,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19309538,230214577,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1177,-90729,40165
19313235,230218274,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,105000,-34711,-4699,,,
19318789,230223828,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1051,411,-237334,490810,4016138,-11837,16642,97892,2183,16702,98571,2930,-2584,-3661,-3331,-2409,-3253,569,518,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19319382,230224421,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-1961,-91047,39710
19324033,230229072,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,105000,-32926,1302,,,
19328774,230233813,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1050,410,-234636,492920,4002500,-11770,16784,97876,2256,16725,98566,2901,-2603,-3642,-3340,-2371,-3275,564,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19329226,230234265,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-2746,-91570,40415
19334825,230239864,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,105000,-33088,6249,,,
19338797,230243836,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1050,410,-230515,492517,3983365,-11770,16940,97849,2353,16722,98564,2930,-2584,-3660,-3331,-2408,-3253,570,517,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19339070,230244109,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-2354,-91638,40801
19345617,230250656,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,102200,-29924,12494,,,
19348792,230253831,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1050,409,-230224,495416,3975292,-11739,17092,97827,2367,16728,98562,2902,-2603,-3640,-3340,-2370,-3276,565,521,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19348914,230253953,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-2354,-91706,41188
19356409,230261448,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,99400,-28424,12047,,,
19358758,230263797,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-2746,-91774,41574
19358785,230263824,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1050,407,-229903,500558,3966823,-11791,17288,97786,2370,16849,98542,2931,-2583,-3659,-3331,-2407,-3254,570,516,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19367201,230272240,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,93800,-30492,11683,,,
19368602,230273641,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,-3138,-91706,41188
19368774,230273813,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1050,406,-227570,493491,3894283,-11895,17344,97763,2474,17015,98511,2902,-2603,-3640,-3340,-2369,-3276,565,522,Valid,Valid,fullstream.mp4,1920,1080,Fixation,1139,25,1042,413,,,,,,
19377993,230283032,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Saccade,30,28,,,88900,-29356,13304,,,
19378446,230283485,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Saccade,30,28,,,,,,-3138,-91774,41574
19378764,230283803,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1055,423,-239886,428505,3831643,-12349,15341,98042,2160,16612,98587,2924,-2592,-3660,-3329,-2411,-3254,571,522,Valid,Valid,fullstream.mp4,1920,1080,Saccade,30,28,,,,,,,,
19388290,230293329,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Saccade,30,28,,,,,,-2746,-92160,41506
19388755,230293794,Eye Tracker,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,1065,467,-293782,301696,4089261,-12851,12015,98440,879,12539,99207,2883,-2612,-3659,-3338,-2375,-3291,573,526,Valid,Valid,fullstream.mp4,1920,1080,Saccade,30,28,,,,,,,,
19388785,230293824,Gyroscope,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Saccade,30,28,,,84000,-27734,12169,,,
19398134,230303173,Accelerometer,Jenga-project,23.6.2022,T1,Recording001,1/1/2000,1/1/2000,2:19:16 AM,12:19:16 AM,58577,Tobii I-VT (Attention),,,,,,,,,,,,,,,,,,,,,,,,fullstream.mp4,1920,1080,Saccade,30,28,,,,,,-3530,-92615,41824
